row_label,embedding_dim,mean_abs_shap,aac_ctd_feature,pearson_r_raw,p_value_raw,pearson_r_partial,p_value_partial,p_adj_fdr_raw,p_adj_fdr_partial,shrinkage
dim 592,592,0.89414686,AAC_A,-0.2729240237087208,1.8134746328199024e-17,-0.22091219095944364,8.03911854966146e-12,6.767603657674273e-17,4.71064139576654e-11,0.052011832749277176
dim 592,592,0.89414686,AAC_C,-0.09419628121503505,0.00390220362269808,-0.04090914280799753,0.21089811459747065,0.005629961166225307,0.2778697052290146,0.05328713840703752
dim 592,592,0.89414686,AAC_D,0.2856942690008096,4.65758265059871e-19,0.16033629920440476,8.082448139251778e-07,1.830156006235258e-18,2.9567773039541e-06,0.12535796979640482
dim 592,592,0.89414686,AAC_E,0.6494993322157752,2.2770423050263456e-113,0.47370291339145826,1.4010350806264648e-53,2.1125892496633317e-111,6.684938813274847e-52,0.1757964188243169
dim 592,592,0.89414686,AAC_F,0.17642423560019826,5.451727675214184e-08,0.07395631049113677,0.023579323224073547,1.2074781455713113e-07,0.03927927160518985,0.1024679251090615
dim 592,592,0.89414686,AAC_G,-0.33696897004412674,2.594654316728935e-26,-0.27275044460894715,1.9035215644403494e-17,1.252333152872058e-25,1.6513667598001991e-16,0.06421852543517959
dim 592,592,0.89414686,AAC_H,0.4815190089340545,1.4980064480990164e-55,0.2625956584881172,3.051753505267411e-16,1.6567356081624882e-54,2.468004045422071e-15,0.2189233504459373
dim 592,592,0.89414686,AAC_I,0.40100478055509015,1.6474891641472983e-37,0.2957799341730717,2.2530812134688743e-20,1.0917884540182494e-36,2.266653991863265e-19,0.10522484638201846
dim 592,592,0.89414686,AAC_K,0.40531799177865696,2.3392019648960123e-38,0.16264558343373942,5.575361864346897e-07,1.5977371293972761e-37,2.0690787363242927e-06,0.24267240834491755
dim 592,592,0.89414686,AAC_L,0.49595864020551916,2.4969308884902468e-59,0.37648491002885637,6.375595417629973e-33,3.135244047953919e-58,1.1830271497157838e-31,0.1194737301766628
dim 592,592,0.89414686,AAC_M,0.3323095835190784,1.3583326862242376e-25,0.1968132215671577,1.2319894590913742e-09,6.462722467220732e-25,5.963543178790131e-09,0.13549636195192072
dim 592,592,0.89414686,AAC_N,-0.03299932868787085,0.3129502116700106,-0.046794441338636666,0.1523525023255131,0.35336501250095853,0.2115489556632178,-0.013795112650765814
dim 592,592,0.89414686,AAC_P,-0.41852174708153234,4.957626791160803e-41,-0.07890502166746104,0.015698008431429558,3.6715018808153174e-40,0.027350729348447952,0.3396167254140713
dim 592,592,0.89414686,AAC_Q,0.2505959284144261,6.962052030319634e-15,0.26650608482029964,1.0632153816091934e-16,2.3276530311579156e-14,8.833680036255488e-16,-0.015910156405873566
dim 592,592,0.89414686,AAC_R,-0.06683841765912563,0.04080450027555962,0.04523712748466514,0.16648434082447872,0.05239793576330993,0.22779913902243296,0.021601290174460483
dim 592,592,0.89414686,AAC_S,-0.5750891186768644,1.3339670484931573e-83,-0.34092653154000346,6.21865960419186e-27,4.087568754098298e-82,8.914301750214942e-26,0.23416258713686094
dim 592,592,0.89414686,AAC_T,-0.6407478996385482,1.9512654187146809e-109,-0.4263473396629066,1.1306594402481173e-42,1.4719203090722065e-107,3.173447504561943e-41,0.21440055997564156
dim 592,592,0.89414686,AAC_V,-0.11876398036368185,0.00026898821485144215,-0.2086208517635849,1.1293448141164213e-10,0.00043318256393626655,6.015967590349039e-10,-0.08985687139990306
dim 592,592,0.89414686,AAC_W,-0.17126564537787328,1.3309009223660934e-07,-0.09816074385767416,0.0026297208490665388,2.873438319781998e-07,0.005441925424958017,0.07310490152019912
dim 592,592,0.89414686,AAC_Y,-0.0037258151583426696,0.9093193997834367,-0.088397559643439,0.006777583330241538,0.9195055389877925,0.012942897840484127,-0.08467174448509633
dim 592,592,0.89414686,Hydrophobicity_C1,0.64036259008933,2.8875754721990296e-109,0.4527960010522587,1.493426963116785e-48,2.052021718541438e-107,5.421789192184851e-47,0.18756658903707135
dim 592,592,0.89414686,Hydrophobicity_C2,-0.6884065152868493,1.5001296950853304e-132,-0.49265529361800414,1.8955429064016685e-58,4.1753609846541695e-130,1.1945496806380327e-56,0.19575122166884512
dim 592,592,0.89414686,Hydrophobicity_C3,0.5766570984804686,3.7616771523340147e-84,0.37682130431764543,5.5485901987382456e-33,1.1742057653080009e-82,1.0353235342897061e-31,0.1998357941628232
dim 592,592,0.89414686,Hydrophobicity_T12,0.06443072538394103,0.04864727917914344,-0.020698223173817906,0.5268615865476092,0.061662964879825075,0.600586245416046,0.04373250221012312
dim 592,592,0.89414686,Hydrophobicity_T13,0.6333066472427697,3.427269208928515e-106,0.4274475646203597,6.591735962785661e-43,2.0441212781823645e-104,1.8817434286926585e-41,0.20585908262241004
dim 592,592,0.89414686,Hydrophobicity_T23,-0.24409234477444214,3.544615924180438e-14,-0.1323001284241796,4.860611659050926e-05,1.1405604226168267e-13,0.00013915028045712003,0.11179221635026254
dim 592,592,0.89414686,Hydrophobicity_group1_D0,-0.022852685259232647,0.48474667546896827,-0.05523703007513486,0.09105399607746285,0.5261793617375217,0.13211135834001994,-0.032384344815902216
dim 592,592,0.89414686,Hydrophobicity_group1_D25,-0.4716883567623175,4.428227070086794e-53,-0.21144285465589593,6.243940381963769e-11,4.4683620586374295e-52,3.374556776012781e-10,0.2602455021064216
dim 592,592,0.89414686,Hydrophobicity_group1_D50,-0.1376305154747858,2.363632241576074e-05,0.06271088542110581,0.054992518808570055,4.1903034431338045e-05,0.08472094687298154,0.07491963005367999
dim 592,592,0.89414686,Hydrophobicity_group1_D75,-0.16598814619151925,3.2271146183033455e-07,0.049916090764106,0.1267942005765442,6.774709506683328e-07,0.17861350903654896,0.11607205542741325
