row_label,embedding_dim,mean_abs_shap,aac_ctd_feature,pearson_r_raw,p_value_raw,pearson_r_partial,p_value_partial,p_adj_fdr_raw,p_adj_fdr_partial,shrinkage
dim 51,51,0.8171721845158894,AAC_A,-0.022860245459862767,0.4846021666440946,0.19215398760021257,3.040269512978146e-09,0.5159615035356315,2.7896978498206067e-08,-0.1692937421403498
dim 51,51,0.8171721845158894,AAC_C,-0.06055131700236069,0.06392114746486109,0.01826671066872251,0.5765354045203005,0.07671456433080706,0.6893850595635856,0.042284606333638175
dim 51,51,0.8171721845158894,AAC_D,0.22591451799757248,2.6194196032876325e-12,0.053762447959519725,0.10003461935465408,6.653126596943492e-12,0.17347644270225576,0.17215207003805275
dim 51,51,0.8171721845158894,AAC_E,0.33052217974857995,2.544063234701216e-25,-0.13956188184209212,1.8081837760651038e-05,1.1704092567358212e-24,9.510761908751885e-05,0.19096029790648783
dim 51,51,0.8171721845158894,AAC_F,0.11397937004327714,0.00047281831603837506,-0.03770868116579948,0.248849132400892,0.0007270778893039469,0.3645421500960435,0.07627068887747766
dim 51,51,0.8171721845158894,AAC_G,-0.10240673039446044,0.0016964840142678068,0.11613064629458177,0.00036786448519389653,0.002509413909501539,0.0013501839346677083,-0.013723915900121328
dim 51,51,0.8171721845158894,AAC_H,0.3790676830880326,2.1849137805872226e-33,0.06143336471866359,0.06013959735222639,1.5430547965746933e-32,0.11134493079625064,0.31763431836936906
dim 51,51,0.8171721845158894,AAC_I,0.17163791540480342,1.2489899474027947e-07,-0.09557563561347414,0.0034069550174486343,2.492011006168061e-07,0.009692699964462042,0.07606227979132928
dim 51,51,0.8171721845158894,AAC_K,0.2742211252179734,1.2611246473254259e-17,-0.09548825009185742,0.0034365485747137685,4.690597240609045e-17,0.00976857211876084,0.17873287512611602
dim 51,51,0.8171721845158894,AAC_L,0.27255143148822447,2.012191411126366e-17,-0.011918405625435013,0.7155938504285935,7.313078686792234e-17,0.8013093957509637,0.26063302586278947
dim 51,51,0.8171721845158894,AAC_M,0.15635723083293002,1.5139407225305905e-06,-0.11033621806912562,0.0007162862906617293,2.8763151383686986e-06,0.0024141233206964436,0.046021012763804395
dim 51,51,0.8171721845158894,AAC_N,-0.036744856190879124,0.2611594824953762,-0.05734500337821135,0.07935216330270423,0.2864606474661926,0.1419583424911795,-0.020600147187332225
dim 51,51,0.8171721845158894,AAC_P,-0.41001683389526966,2.6991929601517965e-39,-0.02456549457884602,0.45261019267691915,2.2651518811324122e-38,0.5850295471582753,0.3854513393164236
dim 51,51,0.8171721845158894,AAC_Q,0.05311282197119716,0.10420851319077899,-0.04448156285712029,0.1736854272601682,0.12182584321218125,0.27107912478923446,0.008631259114076875
dim 51,51,0.8171721845158894,AAC_R,-0.09147958795585975,0.00507283785217519,0.0188168937060182,0.5651048187361396,0.006926933126028264,0.6789205949350813,0.07266269424984155
dim 51,51,0.8171721845158894,AAC_S,-0.4225843050917181,7.051516663678925e-42,-0.03373442553594132,0.30228704011376195,7.850688552229204e-41,0.43220835358731374,0.3888498795557768
dim 51,51,0.8171721845158894,AAC_T,-0.42362247147378007,4.265516638180975e-42,0.009555722472058763,0.7701939316709623,4.814583388968338e-41,0.8431490435204897,0.4140667490017213
dim 51,51,0.8171721845158894,AAC_V,0.0559047067799537,0.08720636187926037,0.05856644897186135,0.07315045072163748,0.10263187056967217,0.13229231493588836,-0.002661742191907651
dim 51,51,0.8171721845158894,AAC_W,-0.11707389652812265,0.00032908570552186306,-0.005495068477249875,0.8665964283455067,0.0005153053241645676,0.9185757126861289,0.11157882805087278
dim 51,51,0.8171721845158894,AAC_Y,0.023169926101163415,0.478702881736621,-0.0581430565124469,0.07525373770811615,0.5098429926659165,0.13557037968991797,-0.034973130411283485
dim 51,51,0.8171721845158894,Hydrophobicity_C1,0.3369901963508296,2.574992995689868e-26,-0.1351029407975978,3.338159795193282e-05,1.2555440300152056e-25,0.00016324236772980325,0.2018872555532318
dim 51,51,0.8171721845158894,Hydrophobicity_C2,-0.38072989239179383,1.0911727013384642e-33,0.12685917284883,9.869620871629157e-05,7.871526614407063e-33,0.00043431533216391807,0.2538707195429638
dim 51,51,0.8171721845158894,Hydrophobicity_C3,0.3413199056478314,5.389389958102636e-27,-0.07341584001375524,0.024619216898808267,2.698735001508666e-26,0.05360377082269858,0.26790406563407615
dim 51,51,0.8171721845158894,Hydrophobicity_T12,0.08596341342425608,0.00846987881875894,0.004818786407248622,0.882887968207645,0.011063510072215432,0.9319993090434685,0.08114462701700745
dim 51,51,0.8171721845158894,Hydrophobicity_T13,0.3770833879007924,4.978795462567761e-33,-0.07813291756798217,0.016750024513146243,3.471644435276894e-32,0.03805787882578806,0.2989504703328102
dim 51,51,0.8171721845158894,Hydrophobicity_T23,-0.09437858527255225,0.0038332030837651488,0.12590803204261908,0.0001113874502539578,0.005363593757761038,0.000484501127992549,-0.03152944677006683
dim 51,51,0.8171721845158894,Hydrophobicity_group1_D0,-0.002951671897493708,0.928103164986885,-0.029089752525731736,0.3737611864710767,0.9422080763088742,0.5105776535024116,-0.02613808062823803
dim 51,51,0.8171721845158894,Hydrophobicity_group1_D25,-0.4137796743439424,4.6703761083581096e-40,-0.08196808876384883,0.012074624305309182,4.3330711671989127e-39,0.028972008693389752,0.3318115855800936
dim 51,51,0.8171721845158894,Hydrophobicity_group1_D50,-0.23487150518070424,3.2883672426028406e-13,-0.07759525991941409,0.01751862943533185,8.980495985522066e-13,0.03958878370365926,0.15727624526129014
dim 51,51,0.8171721845158894,Hydrophobicity_group1_D75,-0.2570902966332398,1.307477589706662e-15,-0.07993864157125097,0.014380733098613752,4.186936864448947e-15,0.0334017027464325,0.17715165506198882
dim 51,51,0.8171721845158894,Hydrophobicity_group1_D100,0.19268082611897164,2.7481276352651375e-09,-0.0009046531951076198,0.9779374045844081,6.022799410620446e-09,0.9856098163282809,0.191776172923864
dim 51,51,0.8171721845158894,Hydrophobicity_group2_D0,0.1419240722658876,1.2967526949061774e-05,-0.02489330202696894,0.446599670077595,2.2360113582791084e-05,0.5813105604283583,0.11703077023891867
dim 51,51,0.8171721845158894,Hydrophobicity_group2_D25,0.35807420775569293,1.0005565674997167e-29,0.0415576695088723,0.20374636798376405,6.032236345575909e-29,0.3084827148983554,0.31651653824682063
dim 51,51,0.8171721845158894,Hydrophobicity_group2_D50,0.14931905634345904,4.424381539820036e-06,-0.02316480654580346,0.47880008767697546,7.944857173655334e-06,0.6069040959548759,0.12615424979765558
dim 51,51,0.8171721845158894,Hydrophobicity_group2_D75,0.2364242938533819,2.2745721902021385e-13,0.09335373144866534,0.004235963052308855,6.325621245025097e-13,0.011741175597271017,0.14307056240471655
dim 51,51,0.8171721845158894,Hydrophobicity_group2_D100,-0.09968068345320909,0.0022520371915117667,0.03629067712821121,0.2671038121247279,0.003261840511556505,0.38788118804199617,0.06339000632499787
dim 51,51,0.8171721845158894,Hydrophobicity_group3_D0,-0.2648208220407701,1.6784341764019644e-16,-0.01570536757072854,0.6311304517554174,5.651179585869517e-16,0.7383452570448665,0.24911545447004158
dim 51,51,0.8171721845158894,Hydrophobicity_group3_D25,-0.24637602969156064,2.0123054297941445e-14,0.08656242016125587,0.00802168350525173,6.038724290667064e-14,0.020483503751942488,0.15981360953030477
dim 51,51,0.8171721845158894,Hydrophobicity_group3_D50,-0.08786368016901411,0.007120333585608804,0.09664319654545768,0.0030636583178023334,0.009456029493412885,0.008867087332287516,-0.008779516376443572
dim 51,51,0.8171721845158894,Hydrophobicity_group3_D75,-0.03698706586324273,0.25802704119579895,-0.00030314725007683004,0.992606038714214,0.2832107517561513,0.9940942036897975,0.036683918613165896
dim 51,51,0.8171721845158894,Hydrophobicity_group3_D100,-0.06379376259003904,0.05092180518933901,-0.04454268832726688,0.17309435617342514,0.06229993748439278,0.27040933097251635,0.019251074262772158
dim 51,51,0.8171721845158894,NormVanDerWaalsVolume_C1,-0.3737814163867302,1.9358402757984474e-32,0.13151372600122302,5.393840409840864e-05,1.3035698631384705e-31,0.00025126118506092727,0.24226769038550716
